year,age,population_group,educational_attainment_4_groups,population
2016,51,Indian/Asian,Secondary,6533
2016,51,Indian/Asian,Higher,2434
2016,51,White,No schooling/less than primary,1156
2016,51,White,Primary,10642
2016,51,White,Secondary,28892
2016,51,White,Higher,25186
2016,52,Black African,No schooling/less than primary,118622
2016,52,Black African,Primary,138446
2016,52,Black African,Secondary,52889
2016,52,Black African,Higher,22967
2016,52,Coloured,No schooling/less than primary,11419
2016,52,Coloured,Primary,27334
2016,52,Coloured,Secondary,9262
2016,52,Coloured,Higher,3459
2016,52,Indian/Asian,No schooling/less than primary,1343
2016,52,Indian/Asian,Primary,5364
2016,52,Indian/Asian,Secondary,6561
2016,52,Indian/Asian,Higher,2249
2016,52,White,No schooling/less than primary,1043
2016,52,White,Primary,10948
2016,52,White,Secondary,27387
2016,52,White,Higher,23133
2016,53,Black African,No schooling/less than primary,117691
2016,53,Black African,Primary,136589
2016,53,Black African,Secondary,47080
2016,53,Black African,Higher,22456
2016,53,Coloured,No schooling/less than primary,12206
2016,53,Coloured,Primary,26908
2016,53,Coloured,Secondary,8698
2016,53,Coloured,Higher,3291
2016,53,Indian/Asian,No schooling/less than primary,1763
2016,53,Indian/Asian,Primary,5693
2016,53,Indian/Asian,Secondary,6173
2016,53,Indian/Asian,Higher,2181
2016,53,White,No schooling/less than primary,1493
2016,53,White,Primary,10763
2016,53,White,Secondary,28709
2016,53,White,Higher,23157
2016,54,Black African,No schooling/less than primary,101946
2016,54,Black African,Primary,104364
2016,54,Black African,Secondary,37901
2016,54,Black African,Higher,18917
2016,54,Coloured,No schooling/less than primary,11082
2016,54,Coloured,Primary,23821
2016,54,Coloured,Secondary,8570
2016,54,Coloured,Higher,3147
2016,54,Indian/Asian,No schooling/less than primary,1470
2016,54,Indian/Asian,Primary,5260
2016,54,Indian/Asian,Secondary,5443
2016,54,Indian/Asian,Higher,1915
2016,54,White,No schooling/less than primary,1533
2016,54,White,Primary,11004
2016,54,White,Secondary,29094
2016,54,White,Higher,22357
2016,55,Black African,No schooling/less than primary,115486
2016,55,Black African,Primary,118847
2016,55,Black African,Secondary,39905
2016,55,Black African,Higher,19153
2016,55,Coloured,No schooling/less than primary,11507
2016,55,Coloured,Primary,23374
2016,55,Coloured,Secondary,8043
2016,55,Coloured,Higher,2853
2016,55,Indian/Asian,No schooling/less than primary,1905
2016,55,Indian/Asian,Primary,6169
2016,55,Indian/Asian,Secondary,6513
2016,55,Indian/Asian,Higher,2039
2016,55,White,No schooling/less than primary,1551
2016,55,White,Primary,12396
2016,55,White,Secondary,29960
2016,55,White,Higher,26218
2016,56,Black African,No schooling/less than primary,116453
2016,56,Black African,Primary,106887
2016,56,Black African,Secondary,32591
2016,56,Black African,Higher,17819
2016,56,Coloured,No schooling/less than primary,11372
2016,56,Coloured,Primary,22010
2016,56,Coloured,Secondary,6197
2016,56,Coloured,Higher,2548
2016,56,Indian/Asian,No schooling/less than primary,1158
2016,56,Indian/Asian,Primary,6359
2016,56,Indian/Asian,Secondary,4744
2016,56,Indian/Asian,Higher,1441
2016,56,White,No schooling/less than primary,1593
2016,56,White,Primary,11636
2016,56,White,Secondary,27647
2016,56,White,Higher,23089
2016,57,Black African,No schooling/less than primary,122603
2016,57,Black African,Primary,100972
2016,57,Black African,Secondary,29489
2016,57,Black African,Higher,14778
2016,57,Coloured,No schooling/less than primary,11610
2016,57,Coloured,Primary,20944
2016,57,Coloured,Secondary,5838
2016,57,Coloured,Higher,2268
2016,57,Indian/Asian,No schooling/less than primary,1567
2016,57,Indian/Asian,Primary,5336
2016,57,Indian/Asian,Secondary,4376
2016,57,Indian/Asian,Higher,1834
2016,57,White,No schooling/less than primary,1432
2016,57,White,Primary,11869
2016,57,White,Secondary,25260
2016,57,White,Higher,24300
2016,58,Black African,No schooling/less than primary,115143
2016,58,Black African,Primary,92610
2016,58,Black African,Secondary,26104
2016,58,Black African,Higher,12761
2016,58,Coloured,No schooling/less than primary,10905
2016,58,Coloured,Primary,21538
2016,58,Coloured,Secondary,5365
2016,58,Coloured,Higher,2292
2016,58,Indian/Asian,No schooling/less than primary,1346
2016,58,Indian/Asian,Primary,5444
2016,58,Indian/Asian,Secondary,3855
2016,58,Indian/Asian,Higher,1497
2016,58,White,No schooling/less than primary,1919
2016,58,White,Primary,11398
2016,58,White,Secondary,24886
2016,58,White,Higher,21345
2016,59,Black African,No schooling/less than primary,112471
2016,59,Black African,Primary,86584
2016,59,Black African,Secondary,21667
2016,59,Black African,Higher,12960
2016,59,Coloured,No schooling/less than primary,11166
2016,59,Coloured,Primary,18936
2016,59,Coloured,Secondary,5323
2016,59,Coloured,Higher,1939
2016,59,Indian/Asian,No schooling/less than primary,1891
2016,59,Indian/Asian,Primary,5883
2016,59,Indian/Asian,Secondary,4048
2016,59,Indian/Asian,Higher,1814
2016,59,White,No schooling/less than primary,1696
2016,59,White,Primary,13746
2016,59,White,Secondary,26365
2016,59,White,Higher,19806
2016,60,Black African,No schooling/less than primary,119963
2016,60,Black African,Primary,80685
2016,60,Black African,Secondary,19314
2016,60,Black African,Higher,10936
2016,60,Coloured,No schooling/less than primary,11320
2016,60,Coloured,Primary,17014
2016,60,Coloured,Secondary,4143
2016,60,Coloured,Higher,1643
2016,60,Indian/Asian,No schooling/less than primary,2059
2016,60,Indian/Asian,Primary,5866
2016,60,Indian/Asian,Secondary,3771
2016,60,Indian/Asian,Higher,1506
2016,60,White,No schooling/less than primary,1960
2016,60,White,Primary,12959
2016,60,White,Secondary,24840
2016,60,White,Higher,18709
2016,61,Black African,No schooling/less than primary,114415
2016,61,Black African,Primary,75959
2016,61,Black African,Secondary,15305
2016,61,Black African,Higher,9557
2016,61,Coloured,No schooling/less than primary,10954
2016,61,Coloured,Primary,15980
2016,61,Coloured,Secondary,3766
2016,61,Coloured,Higher,1922
2016,61,Indian/Asian,No schooling/less than primary,2407
2016,61,Indian/Asian,Primary,4813
2016,61,Indian/Asian,Secondary,3462
2016,61,Indian/Asian,Higher,1054
2016,61,White,No schooling/less than primary,1630
2016,61,White,Primary,13359
2016,61,White,Secondary,23977
2016,61,White,Higher,18050
2016,62,Black African,No schooling/less than primary,113892
2016,62,Black African,Primary,70728
2016,62,Black African,Secondary,13037
2016,62,Black African,Higher,7740
2016,62,Coloured,No schooling/less than primary,10389
2016,62,Coloured,Primary,14594
2016,62,Coloured,Secondary,3426
2016,62,Coloured,Higher,1221
2016,62,Indian/Asian,No schooling/less than primary,2156
2016,62,Indian/Asian,Primary,5421
2016,62,Indian/Asian,Secondary,3206
2016,62,Indian/Asian,Higher,987
2016,62,White,No schooling/less than primary,1985
2016,62,White,Primary,12893
2016,62,White,Secondary,23194
2016,62,White,Higher,17291
2016,63,Black African,No schooling/less than primary,127009
2016,63,Black African,Primary,70270
2016,63,Black African,Secondary,13265
2016,63,Black African,Higher,7887
2016,63,Coloured,No schooling/less than primary,10921
2016,63,Coloured,Primary,13633
2016,63,Coloured,Secondary,3484
2016,63,Coloured,Higher,1275
2016,63,Indian/Asian,No schooling/less than primary,2060
2016,63,Indian/Asian,Primary,5066
2016,63,Indian/Asian,Secondary,2419
2016,63,Indian/Asian,Higher,991
2016,63,White,No schooling/less than primary,2086
2016,63,White,Primary,13554
2016,63,White,Secondary,23325
2016,63,White,Higher,18702
2016,64,Black African,No schooling/less than primary,98586
2016,64,Black African,Primary,50784
2016,64,Black African,Secondary,8391
2016,64,Black African,Higher,5109
2016,64,Coloured,No schooling/less than primary,9566
2016,64,Coloured,Primary,13009
2016,64,Coloured,Secondary,2040
2016,64,Coloured,Higher,1127
2016,64,Indian/Asian,No schooling/less than primary,2044
2016,64,Indian/Asian,Primary,5146
2016,64,Indian/Asian,Secondary,2534
2016,64,Indian/Asian,Higher,845
2016,64,White,No schooling/less than primary,1785
2016,64,White,Primary,12547
2016,64,White,Secondary,21405
2016,64,White,Higher,17707
2016,65,Black African,No schooling/less than primary,109457
2016,65,Black African,Primary,56350
2016,65,Black African,Secondary,9937
2016,65,Black African,Higher,5680
2016,65,Coloured,No schooling/less than primary,9468
2016,65,Coloured,Primary,13612
2016,65,Coloured,Secondary,2890
2016,65,Coloured,Higher,1016
2016,65,Indian/Asian,No schooling/less than primary,2463
2016,65,Indian/Asian,Primary,4877
2016,65,Indian/Asian,Secondary,2541
2016,65,Indian/Asian,Higher,735
2016,65,White,No schooling/less than primary,2001
2016,65,White,Primary,13617
2016,65,White,Secondary,23967
2016,65,White,Higher,15175
2016,66,Black African,No schooling/less than primary,106112
2016,66,Black African,Primary,49932
2016,66,Black African,Secondary,7299
2016,66,Black African,Higher,3924
2016,66,Coloured,No schooling/less than primary,8224
2016,66,Coloured,Primary,10717
2016,66,Coloured,Secondary,1976
2016,66,Coloured,Higher,960
2016,66,Indian/Asian,No schooling/less than primary,2941
2016,66,Indian/Asian,Primary,4513
2016,66,Indian/Asian,Secondary,2194
2016,66,Indian/Asian,Higher,793
2016,66,White,No schooling/less than primary,1893
2016,66,White,Primary,15296
2016,66,White,Secondary,22288
2016,66,White,Higher,15768
2016,67,Black African,No schooling/less than primary,91977
2016,67,Black African,Primary,44444
2016,67,Black African,Secondary,6094
2016,67,Black African,Higher,3908
2016,67,Coloured,No schooling/less than primary,7226
2016,67,Coloured,Primary,9911
2016,67,Coloured,Secondary,2301
2016,67,Coloured,Higher,710
2016,67,Indian/Asian,No schooling/less than primary,2163
2016,67,Indian/Asian,Primary,3776
2016,67,Indian/Asian,Secondary,1699
2016,67,Indian/Asian,Higher,642
2016,67,White,No schooling/less than primary,2197
2016,67,White,Primary,15067
2016,67,White,Secondary,21532
2016,67,White,Higher,12773
2016,68,Black African,No schooling/less than primary,81269
2016,68,Black African,Primary,38094
2016,68,Black African,Secondary,5677
2016,68,Black African,Higher,2748
2016,68,Coloured,No schooling/less than primary,7163
2016,68,Coloured,Primary,9858
2016,68,Coloured,Secondary,1698
2016,68,Coloured,Higher,712
2016,68,Indian/Asian,No schooling/less than primary,2360
2016,68,Indian/Asian,Primary,3670
2016,68,Indian/Asian,Secondary,1411
2016,68,Indian/Asian,Higher,534
2016,68,White,No schooling/less than primary,2099
2016,68,White,Primary,13476
2016,68,White,Secondary,21701
2016,68,White,Higher,13354
2016,69,Black African,No schooling/less than primary,75584
2016,69,Black African,Primary,32169
2016,69,Black African,Secondary,4403
2016,69,Black African,Higher,3323
2016,69,Coloured,No schooling/less than primary,6645
2016,69,Coloured,Primary,8113
2016,69,Coloured,Secondary,1574
2016,69,Coloured,Higher,600
2016,69,Indian/Asian,No schooling/less than primary,2177
2016,69,Indian/Asian,Primary,3273
2016,69,Indian/Asian,Secondary,1540
2016,69,Indian/Asian,Higher,338
2016,69,White,No schooling/less than primary,1750
2016,69,White,Primary,12594
2016,69,White,Secondary,18520
2016,69,White,Higher,13569
2016,70,Black African,No schooling/less than primary,76730
2016,70,Black African,Primary,32272
2016,70,Black African,Secondary,4399
2016,70,Black African,Higher,2706
2016,70,Coloured,No schooling/less than primary,6290
2016,70,Coloured,Primary,7792
2016,70,Coloured,Secondary,1768
2016,70,Coloured,Higher,535
2016,70,Indian/Asian,No schooling/less than primary,2924
2016,70,Indian/Asian,Primary,3363
2016,70,Indian/Asian,Secondary,1292
2016,70,Indian/Asian,Higher,488
2016,70,White,No schooling/less than primary,1949
2016,70,White,Primary,11777
2016,70,White,Secondary,19453
2016,70,White,Higher,12128
2016,71,Black African,No schooling/less than primary,70083
2016,71,Black African,Primary,27122
2016,71,Black African,Secondary,3519
2016,71,Black African,Higher,1908
2016,71,Coloured,No schooling/less than primary,5810
2016,71,Coloured,Primary,6176
2016,71,Coloured,Secondary,1403
2016,71,Coloured,Higher,509
2016,71,Indian/Asian,No schooling/less than primary,2255
2016,71,Indian/Asian,Primary,2248
2016,71,Indian/Asian,Secondary,1074
2016,71,Indian/Asian,Higher,471
2016,71,White,No schooling/less than primary,1757
2016,71,White,Primary,13268
2016,71,White,Secondary,16796
2016,71,White,Higher,12380
2016,72,Black African,No schooling/less than primary,67260
2016,72,Black African,Primary,24533
2016,72,Black African,Secondary,3483
2016,72,Black African,Higher,1788
2016,72,Coloured,No schooling/less than primary,4876
2016,72,Coloured,Primary,5343
2016,72,Coloured,Secondary,917
2016,72,Coloured,Higher,742
2016,72,Indian/Asian,No schooling/less than primary,1972
2016,72,Indian/Asian,Primary,2194
2016,72,Indian/Asian,Secondary,586
2016,72,Indian/Asian,Higher,252
2016,72,White,No schooling/less than primary,1969
2016,72,White,Primary,10732
2016,72,White,Secondary,15948
2016,72,White,Higher,10462
2016,73,Black African,No schooling/less than primary,76144
2016,73,Black African,Primary,27670
2016,73,Black African,Secondary,3458
2016,73,Black African,Higher,1824
2016,73,Coloured,No schooling/less than primary,5237
2016,73,Coloured,Primary,5397
2016,73,Coloured,Secondary,843
2016,73,Coloured,Higher,455
2016,73,Indian/Asian,No schooling/less than primary,2175
2016,73,Indian/Asian,Primary,2657
2016,73,Indian/Asian,Secondary,670
2016,73,Indian/Asian,Higher,300
2016,73,White,No schooling/less than primary,1483
2016,73,White,Primary,11293
2016,73,White,Secondary,15891
2016,73,White,Higher,8848
2016,74,Black African,No schooling/less than primary,60566
2016,74,Black African,Primary,20284
2016,74,Black African,Secondary,2391
2016,74,Black African,Higher,1285
2016,74,Coloured,No schooling/less than primary,4588
2016,74,Coloured,Primary,4527
2016,74,Coloured,Secondary,829
2016,74,Coloured,Higher,523
2016,74,Indian/Asian,No schooling/less than primary,1593
2016,74,Indian/Asian,Primary,1673
2016,74,Indian/Asian,Secondary,911
2016,74,Indian/Asian,Higher,187
2016,74,White,No schooling/less than primary,1566
2016,74,White,Primary,9164
2016,74,White,Secondary,11186
2016,74,White,Higher,8530
2016,75,Black African,No schooling/less than primary,58260
2016,75,Black African,Primary,15397
2016,75,Black African,Secondary,1934
2016,75,Black African,Higher,939
2016,75,Coloured,No schooling/less than primary,4566
2016,75,Coloured,Primary,4548
2016,75,Coloured,Secondary,1082
2016,75,Coloured,Higher,498
2016,75,Indian/Asian,No schooling/less than primary,2091
2016,75,Indian/Asian,Primary,2280
2016,75,Indian/Asian,Secondary,885
2016,75,Indian/Asian,Higher,383
2016,75,White,No schooling/less than primary,2297
2016,75,White,Primary,12564
2016,75,White,Secondary,13995
2016,75,White,Higher,8238
2016,76,Black African,No schooling/less than primary,48872
2016,76,Black African,Primary,12277
2016,76,Black African,Secondary,1540
2016,76,Black African,Higher,727
2016,76,Coloured,No schooling/less than primary,3535
2016,76,Coloured,Primary,3544
2016,76,Coloured,Secondary,587
2016,76,Coloured,Higher,325
2016,76,Indian/Asian,No schooling/less than primary,2144
2016,76,Indian/Asian,Primary,1761
2016,76,Indian/Asian,Secondary,588
2016,76,Indian/Asian,Higher,216
2016,76,White,No schooling/less than primary,1804
2016,76,White,Primary,10343
2016,76,White,Secondary,12718
2016,76,White,Higher,6453
2016,77,Black African,No schooling/less than primary,37120
2016,77,Black African,Primary,10358
2016,77,Black African,Secondary,1449
2016,77,Black African,Higher,818
2016,77,Coloured,No schooling/less than primary,3976
2016,77,Coloured,Primary,3136
2016,77,Coloured,Secondary,385
2016,77,Coloured,Higher,205
2016,77,Indian/Asian,No schooling/less than primary,1520
2016,77,Indian/Asian,Primary,1126
